Food Item Name,Label,Description,Amount,Type,Other Info,Dinning Hall
Whole Wheat Tortilla for Wraps and Burritos,vegan,Whole wheat tortilla.,1 Tortilla,Lunch,Olive's,D2 at Dietrick Hall
Cheese Sauce,vegetarian,Cheddar cheese sauce.,1 Ozl,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
"Cheese, Shredded Cheddar*",vegetarian,Shredded cheddar cheese.,1 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Fresh Diced Tomatoes,vegan,"Fresh, diced tomatoes.",1/4 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Picante Sauce,vegan,Traditional spicy picante (salsa) sauce.,2 Tbsp,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Pico de Gallo,vegan,"Fresh pico de gallo made with tomatoes, peppers, onions, and a blend of spices.",2 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Shredded Iceberg Lettuce,vegan,"Fresh, shredded Iceburg lettuce.",1 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Sour Cream,vegetarian,"Fresh, all natural sour cream.",1 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Texas Pete Hot Sauce,vegan,Traditional Texas Pete hot sauce.,1/2 Oz,Lunch,Salsa's (Mon-Fri),D2 at Dietrick Hall
Bacon Bits,vegan,"Tender, crumbled bacon.",1 Oz,Lunch,Eden's,D2 at Dietrick Hall
Broccoli Buds,vegan,"Fresh, broccoli flowerettes.",1 Oz,Lunch,Eden's,D2 at Dietrick Hall
Croutons,vegetarian,"Roasted, flavorful croutons.",1/2 Oz,Lunch,Eden's,D2 at Dietrick Hall
Diced Cucumber,vegan,Fresh cucumber.,1 Oz,Lunch,Eden's,D2 at Dietrick Hall
Fresh Spinach,vegan,"Fresh, green, leafy spinach.",1/2 Oz,Lunch,Eden's,D2 at Dietrick Hall
Grape Tomatoes,vegan,"Fresh, whole grape tomatoes.",2 Oz,Lunch,Eden's,D2 at Dietrick Hall
Lettuce Mix,vegan,A mix of fresh green and red leaf lettuce.,1 Oz,Lunch,Eden's,D2 at Dietrick Hall
Poppyseed Dressing,vegetarian,Traditional poppy seed dressing.,1 Oz,Lunch,Eden's,D2 at Dietrick Hall
Red Onions,vegan,Sliced red onions.,1 Oz,Lunch,Eden's,D2 at Dietrick Hall
"Salad Dressing, French",vegetarian,Creamy honey French dressing.,2 Tbsp,Lunch,Eden's,D2 at Dietrick Hall
"Salad Dressing, Homestyle Ranch",vegetarian,A rich and creamy classic ranch dressing.,2 Tbsp,Lunch,Eden's,D2 at Dietrick Hall
"Salad Dressing, Italian",vegan,"Flavorful, golden Italian dressing.",2 Tbsp,Lunch,Eden's,D2 at Dietrick Hall
"Salad Dressing,1000 Island",vegetarian,Creamy 1000 island dressing.,2 Tbsp,Lunch,Eden's,D2 at Dietrick Hall
Salad Oil & Vinegar,vegan,Olive oil and red wine vinegar for salads.,1 Oz,Lunch,Eden's,D2 at Dietrick Hall
"Almonds, Sliced",vegan,Sliced almonds.,1/2 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
"Bagel, Blueberry",vegan,A delectable blueberry bagel.,1 Bagel,Lunch,Yogurt Bar,D2 at Dietrick Hall
"Bagel, Cinnamon Raisin",vegan,"A soft, fluffy cinnamon raisin bagel.",1 Bagel,Lunch,Yogurt Bar,D2 at Dietrick Hall
"Bagel, Whole Wheat",vegan,A tender 100% whole wheat bagel.,1 Bagel,Lunch,Yogurt Bar,D2 at Dietrick Hall
Bagels,vegan,A soft and fluffy plain bagel.,1 Bagel,Lunch,Yogurt Bar,D2 at Dietrick Hall
Banana Chips,vegan,Sweetened banana chips.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Blueberries,vegan,Wild blueberries.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Butter,vegetarian,Unsalted butter.,1/4 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Coconut,vegan,Sliced and flaked coconut.,1/2 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Craisins,vegan,Sweetened dried cranberries.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Cream Cheese,vegetarian,Traditional cream cheese.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Diced Strawberries,vegan,Diced strawberries.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Honey,vegetarian,Clover honey.,1/2 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Low Fat Granola Cereal,vegetarian,Low-fat granola cereal with raisins.,2/3 Cup,Lunch,Yogurt Bar,D2 at Dietrick Hall
Peach Slices,vegan,Peaches in light peach syrup.,3 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Peanut Butter,vegan,Creamy peanut butter.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Praline Pecans,vegetarian,"Sugared, crunchy pecans.",1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Raisins,vegan,Seedless raisins.,1 Tbsp,Lunch,Yogurt Bar,D2 at Dietrick Hall
Raspberries,vegan,Frozen raspberries.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
"Topping, Mini Chocolate Chips",vegetarian,Semi-sweet chocolate chips.,1/2 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Vanilla Greek Yogurt,vegetarian,Traditional and tasty vanilla Greek yogurt.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Walnuts,vegan,Walnut pieces.,1 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
"Yogurt, Strawberry",vegetarian,Swiss style low-fat yogurt.,2 Oz,Lunch,Yogurt Bar,D2 at Dietrick Hall
Make your own Waffle,vegetarian,Fresh cooked waffles served with a sweet strawberry sauce.,1 Waffle,Lunch,La Patisserie,D2 at Dietrick Hall
Molasses Cookie,vegetarian,Delicious molasses cookies dusted with sugar on top.,1 Each,Lunch,La Patisserie,D2 at Dietrick Hall
Plain Glazed Yeast Donuts,vegetarian,Sweet and tender donuts available in a variety of flavors.,1 Dozen,Lunch,La Patisserie,D2 at Dietrick Hall
Small David's Sugar Cookie,vegetarian,"Traditional, delectable sugar cookie.",1 Each,Lunch,La Patisserie,D2 at Dietrick Hall
Sour Cream Pound Cake,vegetarian,Sour cream pound cake.,1 Slice,Lunch,La Patisserie,D2 at Dietrick Hall
"Syrup, Maple Flavored",vegan,Traditional maple pancake syrup.,1 Ozl,Lunch,La Patisserie,D2 at Dietrick Hall
Ice Cream Cone,vegetarian,Tasty cake ice cream cones.,1 Each,Lunch,Soft Serve and Toppings (Varies Daily),D2 at Dietrick Hall
Ice Milk Soft Serve Chocolate,vegetarian,Soft and creamy chocolate soft serve ice cream.,4 Ozl,Lunch,Soft Serve and Toppings (Varies Daily),D2 at Dietrick Hall
Ice Milk Soft Serve Vanilla,vegetarian,Soft and creamy soft serve vanilla ice cream.,4 Ozl,Lunch,Soft Serve and Toppings (Varies Daily),D2 at Dietrick Hall
BBQ Sauce Dispenser,vegan,BBQ sauce.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Honey Mustard Dispenser,vegetarian,Honey mustard.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Ketchup Dispenser,vegan,Ketchup.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Mayo Dispenser,vegetarian,Mayo.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Ranch Dispenser,vegetarian,Ranch.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Texas Pete Hot Sauce Dispenser,,Texas Pete hot sauce.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
Yellow Mustard Dispenser,vegan,Yellow mustard.,1 Oz,Lunch,Condiments,D2 at Dietrick Hall
"Cereal, Cocoa Pebbles",vegan,Traditional Cocoa Pebbles cereal.,3/4 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Cornflakes",vegan,Cornflakes cereal.,1 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Crispy Rice",vegan,Rice Crispy cereal.,1 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Fruity Pebbles",vegan,Traditional Fruity Pebbles cereal.,3/4 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Honey Nut Toasty O's",vegetarian,Sweet Honey Nut Toasty O's cereal.,1 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Lucky Charms",,Marshmallow Matey's cereal.,1 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Raisin Bran",vegan,Raisin Bran cereal.,1 Cup,Lunch,Cereals,D2 at Dietrick Hall
"Cereal, Rice Chex",vegan,Traditional Rice Chex cereal.,3/4 Cup,Lunch,Cereals,D2 at Dietrick Hall
100% Orange Juice,vegan,Traditional orange juice.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
Hot Chocolate,vegetarian,"Creamy, flavorful hot chocolate.",1 Cup,Lunch,Beverages,D2 at Dietrick Hall
"Milk, Chocolate",vegetarian,1% fat chocolate milk.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Milk, Skim",vegetarian,Traditional skim milk.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Milk, Whole",vegetarian,Creamy whole milk.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Soft Drinks, Diet",vegetarian,A variety of diet soft drinks.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Soft Drinks, non-diet",vegetarian,A variety of regular soft drinks are available.,1 16 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Soy Milk, Chocolate",vegan,Creamy chocolate soy milk.,8 Oz,Lunch,Beverages,D2 at Dietrick Hall
"Soy Milk, Vanilla",vegan,Creamy vanilla soy milk.,8 Oz,Lunch,Beverages,D2 at Dietrick Hall
Unsweetened Almond Milk,vegan,Unsweetened plain Silk almond milk.,8 Oz,Lunch,Beverages,D2 at Dietrick Hall
Fresh Banana,vegan,Fresh banana.,1 Banana,Lunch,Fruits,D2 at Dietrick Hall
Fresh Golden Delicious Apple,vegan,A fresh golden delicious apple.,1 Apple,Lunch,Fruits,D2 at Dietrick Hall
Fresh Orange,vegan,A fresh whole orange.,1 Orange,Lunch,Fruits,D2 at Dietrick Hall
Fresh Red Delicious Apple,vegan,Fresh red delicious apple.,1 Apple,Lunch,Fruits,D2 at Dietrick Hall
HalalBQ Beef Sandwich,halal,,1 Each,Lunch,HalalBQ at D2,D2 at Dietrick Hall
HalalBQ Chicken Sandwich,halal,,1 Each,Lunch,HalalBQ at D2,D2 at Dietrick Hall
HalalBQ Lamb Sandwich,halal,,1 Each,Lunch,HalalBQ at D2,D2 at Dietrick Hall
Lebanese Slaw,vegan,,4 Oz,Lunch,HalalBQ at D2,D2 at Dietrick Hall
Red BBQ Sauce,vegan,,2 Oz,Lunch,HalalBQ at D2,D2 at Dietrick Hall
Vegetarian Baked Beans,vegan,,6 Oz,Lunch,HalalBQ at D2,D2 at Dietrick Hall
Vinegar Sauce,halal,,2 Oz,Lunch,HalalBQ at D2,D2 at Dietrick Hall
Cheesy Baked Potato Soup,vegetarian,"A creamy soup full of tender potato chunks and topped with cheddar cheese, bacon bits, and sour cream.",8 Ozl,Dinner,Soups,D2 at Dietrick Hall
Chicken Chili,,"A white chicken chili with northern beans, cilantro, green chilies, and corn.",6 Oz,Dinner,Soups,D2 at Dietrick Hall
Spicy Orange Beef,,Beef strips marinated in an orange sauce with sriracha.,4 Oz,Dinner,Pan Asia (Mon-Fri),D2 at Dietrick Hall
Steamed Rice,vegan,"Tender, steamed, jasmine rice.",4 Oz,Dinner,Pan Asia (Mon-Fri),D2 at Dietrick Hall
Thai BBQ Chicken,halal,Chicken in a BBQ sauce with Thai chili peppers.,4 Oz,Dinner,Pan Asia (Mon-Fri),D2 at Dietrick Hall
Thai Fried Eggplant & Squash,,"Fried Chinese eggplant with zucchini, squash and green onions mixed in a Thai sauce.",4 Oz,Dinner,Pan Asia (Mon-Fri),D2 at Dietrick Hall
Fried Cod,,"Battered cod, lightly fried.",3 Oz,Dinner,Gaucho's Entrees,D2 at Dietrick Hall
All Beef Burger,,100% Beef burger seasoned and served on a fluffy sweet roll.,2 1/2 Oz,Dinner,Gaucho's Grill & Burgers (Mon-Fri),D2 at Dietrick Hall
Nashville Hot Chicken Sandwich,,Hot and crispy fried chicken seasoned with a blend of spices and topped with fresh veggie slaw mix and dill pickle slaw on a warm potato slider roll.,1 Each,Dinner,Gaucho's Grill & Burgers (Mon-Fri),D2 at Dietrick Hall
Pub Slaw With A Charred Lemon Wheel,vegan,A vinegar based cole slaw served with a charred lemon wheel.,2 Oz,Dinner,Gaucho's Sides,D2 at Dietrick Hall
Steak Fries,vegan,Thick cut steak fries cooked until golden.,4 Oz,Dinner,Gaucho's Sides,D2 at Dietrick Hall
Jasmine Rice,vegan,Authentic Thai jasmine rice.,6 Oz,Dinner,Gaucho's Gluten Free,D2 at Dietrick Hall
Ranch Style Rotisserie Chicken,halal,"Chicken seasoned with ranch, oil, white vinegar, salt and pepper.",1/4 Chicken,Dinner,Gaucho's Gluten Free,D2 at Dietrick Hall
Seasoned Steamed Broccoli,vegan,Steamed broccoli.,4 Oz,Dinner,Gaucho's Gluten Free,D2 at Dietrick Hall
Steamed Baby Carrots,vegan,Steamed fresh baby carrots.,3 Oz,Dinner,Gaucho's Gluten Free,D2 at Dietrick Hall
Manicotti w/Tomato Sauce,vegetarian,Vegetarian manicotti in a marinara sauce with plenty of parmesan cheese.,2 Manicotti,Dinner,Mangia! Specials,D2 at Dietrick Hall
Meatball Pizza,,"A traditional pizza with meatballs, mozzarella and provolone cheeses.",1/12 Slice,Dinner,Mangia! Specials,D2 at Dietrick Hall
Alfredo Sauce,vegetarian,"Traditional, creamy alfredo sauce.",4 Oz,Dinner,Mangia!,D2 at Dietrick Hall
Cheese Breadsticks,vegetarian,Tenderly baked breadsticks topped with mozzarella and provolone cheese and seasoned to perfection.,1 Chs Brdstk,Dinner,Mangia!,D2 at Dietrick Hall
Cheese Pizza*,,A traditional cheese pizza with mozzarella and provolone cheeses.,1/12 Pizza,Dinner,Mangia!,D2 at Dietrick Hall
Italian Meat Sauce,,"Tender, crumbled ground beef mixed with tomato sauce.",5 Oz,Dinner,Mangia!,D2 at Dietrick Hall
Marinara Sauce,vegan,Traditional marinara spaghetti sauce.,4 Ozl,Dinner,Mangia!,D2 at Dietrick Hall
Pepperoni Pizza,,A traditional pepperoni pizza with mozzarella and provolone cheeses.,1/12 Pizza,Dinner,Mangia!,D2 at Dietrick Hall
Vegan Corn Dog,vegan,Morningstar Farms brand of vegan corn dog.,1 Each,Dinner,Olive's Specials,D2 at Dietrick Hall
White Bean Hummus,vegan,Traditional hummus made from great nothern beans.,2 Oz,Dinner,Olive's Specials,D2 at Dietrick Hall
Brown Rice & Quinoa,vegan,Brown rice and quinoa mixed together.,1 Oz,Dinner,Olive's,D2 at Dietrick Hall
"Cheese, Feta",vegetarian,Crumbled feta cheese.,1 Oz,Dinner,Olive's,D2 at Dietrick Hall
Cuban Black Beans,vegan,"Black beans with onions, red peppers, and cuban spices.",4 Oz,Dinner,Olive's,D2 at Dietrick Hall
Fresh Diced Tomatoes,vegan,"Fresh, diced tomatoes.",1/4 Oz,Dinner,Olive's,D2 at Dietrick Hall
Fresh Spinach,vegan,"Fresh, green, leafy spinach.",1/2 Oz,Dinner,Olive's,D2 at Dietrick Hall
Meatless Nuggets,vegan,Meatless nuggets that are oven baked until golden brown.,5 Nuggets,Dinner,Olive's,D2 at Dietrick Hall
Olive Salad,vegan,"Black and green olives mixed with artichoke hearts, garbanzo beans, red peppers, and green onions in a balsamic vinaigrette drizzle.",4 Oz,Dinner,Olive's,D2 at Dietrick Hall
Original Hummus,vegan,Creamy original hummus.,2 Oz,Dinner,Olive's,D2 at Dietrick Hall
"Pita Bread, Whole Wheat",vegan,Whole wheat pita bread.,1 Half,Dinner,Olive's,D2 at Dietrick Hall
Red Kidney Beans,vegan,Dark red kidney beans.,1 Oz,Dinner,Olive's,D2 at Dietrick Hall
"Rice, Brown",vegan,Steamed brown rice.,4 Oz,Dinner,Olive's,D2 at Dietrick Hall
Roasted Red Peppers,vegan,Roasted red bell peppers.,1 Oz,Dinner,Olive's,D2 at Dietrick Hall
Romaine Lettuce,vegan,Chopped romaine lettuce.,1 Oz,Dinner,Olive's,D2 at Dietrick Hall
Seasoned Steamed Broccoli,vegan,Steamed broccoli.,4 Oz,Dinner,Olive's,D2 at Dietrick Hall
Steamed Baby Carrots,vegan,Steamed fresh baby carrots.,3 Oz,Dinner,Olive's,D2 at Dietrick Hall
Sweet Potato Fries,vegan,Sweet potato fries oven baked until crispy.,2 Oz,Dinner,Olive's,D2 at Dietrick Hall
